token,age,occupation,formation,gender,dilemma_1,dilemma_2,dilemma_3,dilemma_4,dilemma_5,dilemma_6,dilemma_7,dilemma_8,dilemma_9,dilemma_10,dilemma_11,dilemma_12,dilemma_13,dilemma_14,dilemma_15,dilemma_16,self_reporting_1,self_reporting_2,SCES_1,SCES_2,SCES_3,SCES_4,SCES_5,SCES_6,SCES_7,SCES_8,SCES_9,SCES_10,start_time,date,submit_time,time_of_completion,group
0vb4tefp7zjl3s0vbdtc95d6v0z48eql,25-34,Senior Developer,Information Systems,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Refuse the advertising company's offer,"Do nothing, allowing the switch to remain operative",Does not tell the client about the issue,Don't tell the customer about the bug,Notify your manager about the request,Tell the president that you will not discuss the matter,Not revealing the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,5,5,5,4,5,1,3,4,3,4,4,2024-03-15 16:45:04,,2024-03-15 16:59:02,0 days 00:13:58,control
lfbe73f0a3m21p7fnlfbexjw43ak25l9,25-34,Mid-Level Developer,,Male,Begin development of the test detection software,Download the data onto a personal hard drive so you can continue development at home,Say nothing about the bug to the competitor,Indecisive,"Do nothing, allowing the switch to remain operative",Does not tell the client about the issue,Indecisive,Indecisive,Meet with the president knowing the purpose of the discussion,Indecisive,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,2,4,5,4,4,5,4,3,3,5,4,4,2024-03-15 15:43:03,,2024-03-15 16:01:54,0 days 00:18:51,control
8yl6ei88xmr2s4848yllzfaquzzxgaeb,18-24,Junior Developer,,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Sign a contract with the advertising company,Edit the software to remove the off switch,Does not tell the client about the issue,Don't tell the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Disclose the information to the customer,Tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved","Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,2,5,4,5,5,4,5,4,4,4,5,4,2024-03-15 11:55:18,,2024-03-15 12:27:53,0 days 00:32:35,control
ajq7s5graabz5h9fpajqk4x7sx5j7xz2,18-24,Intern,,Female,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Indecisive,Edit the software to remove the off switch,Informs the customer about the issue,Indecisive,Notify your manager about the request,Tell the president that you will not discuss the matter,Not revealing the information to the customer,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You take no responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,4,5,5,5,5,5,5,5,4,5,5,2024-03-15 00:47:27,,2024-03-15 01:01:19,0 days 00:13:52,control
afbouxfu5gqvmjdzafboukcrtdrrdqlj,18-24,Student,Software Engineering,Female,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Sign a contract with the advertising company,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Don't tell the customer about the bug,Accept the client's work,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,"Refuse to collect the additional data, citing privacy concerns and potential backlash from the public",4,4,5,4,4,4,5,4,4,4,3,4,2024-03-14 21:04:30,,2024-03-14 21:23:58,0 days 00:19:28,control
klykrwnydrx1mi8xfklyeq0rqhvskr6c,25-34,Mid-Level Developer,Data Science,Female,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Does not tell the client about the issue,Don't tell the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Indecisive,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You decide to take responsibility for the accident,"Refuse to collect the additional data, citing privacy concerns and potential backlash from the public",2,5,4,4,4,3,4,2,4,3,4,5,2024-03-14 20:16:11,,2024-03-14 20:40:01,0 days 00:23:50,control
o4b6kfk6999syekos1o4b6km3nh6zxdy,18-24,Student,,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Refuse the advertising company's offer,Indecisive,Informs the customer about the issue,Don't tell the customer about the bug,Accept the client's work,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Indecisive,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,1,5,5,5,4,3,4,4,4,5,2,4,2024-03-14 13:39:19,,2024-03-14 14:18:32,0 days 00:39:13,control
a9078tmjihq6bqzra9078tpom9b1xjq2,18-24,Student,,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Informs the customer about the issue,Don't tell the customer about the bug,Accept the client's work,Tell the president that you will not discuss the matter,Not revealing the information to the customer,Tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved","Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You take no responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,5,4,4,5,5,2,1,4,3,5,5,1,2024-03-14 12:45:41,,2024-03-14 12:57:43,0 days 00:12:02,control
4y9nz0ztku525efbru4y9nzf66dj5sdu,18-24,Student,,Female,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Sign a contract with the advertising company,"Do nothing, allowing the switch to remain operative",Indecisive,Inform the customer about the bug,Accept the client's work,Tell the president that you will not discuss the matter,Not revealing the information to the customer,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You decide to take responsibility for the accident,"Refuse to collect the additional data, citing privacy concerns and potential backlash from the public",3,5,4,4,4,5,2,4,3,3,2,5,2024-03-14 12:37:38,,2024-03-14 13:03:46,0 days 00:26:08,control
7tpshiruiqcvc50t47tp5uwz460shewb,18-24,Intern,Computer Science,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Sign a contract with the advertising company,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Inform the customer about the bug,Indecisive,Meet with the president knowing the purpose of the discussion,Disclose the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,"Refuse to collect the additional data, citing privacy concerns and potential backlash from the public",4,5,3,4,5,4,3,5,4,3,3,5,2024-03-12 15:39:15,,2024-03-12 15:58:31,0 days 00:19:16,control
vqh9wg9oq4bp1a62kx72q7vqh9wg6iyb,18-24,Student,,Female,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,"Do nothing, allowing the switch to remain operative",Does not tell the client about the issue,Don't tell the customer about the bug,Accept the client's work,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Tell John about the situation before the meeting,Indecisive,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You take no responsibility for the accident,"Refuse to collect the additional data, citing privacy concerns and potential backlash from the public",4,5,4,2,4,4,3,4,3,4,4,3,2024-03-12 12:22:08,,2024-03-12 12:54:21,0 days 00:32:13,control
bjvkxlvy2jvvbkzt5vd535bjvkxlzfz9,25-34,Junior Developer,Self Taught,Male,Indecisive,Download the data onto a personal hard drive so you can continue development at home,Say nothing about the bug to the competitor,Sign a contract with the advertising company,Edit the software to remove the off switch,Does not tell the client about the issue,Inform the customer about the bug,Indecisive,Meet with the president knowing the purpose of the discussion,Indecisive,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You take no responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,4,5,3,4,4,5,4,4,3,2,5,2024-03-05 00:49:24,,2024-03-05 01:16:57,0 days 00:27:33,control
saafb31flh6xzwusyfj2ssaafb31furn,25-34,Junior Developer,Self Taught,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Informs the customer about the issue,Inform the customer about the bug,Accept the client's work,Tell the president that you will not discuss the matter,Disclose the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,Indecisive,"Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,5,3,5,5,5,4,5,5,4,1,5,2024-03-04 13:43:55,,2024-03-04 14:00:55,0 days 00:17:00,control
y33i5m86grb7hyoy33i57wpqlw80iawi,18-24,Mid-Level Developer,Self Taught,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Sign a contract with the advertising company,"Do nothing, allowing the switch to remain operative",Does not tell the client about the issue,Don't tell the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Disclose the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",Indecisive,"Refuse to collect the additional data, citing privacy concerns and potential backlash from the public",5,4,5,5,5,3,2,5,5,1,4,5,2024-03-03 22:54:25,,2024-03-03 23:04:46,0 days 00:10:21,control
u0tfi7ep9h46m77u0t87uqp6ekwjftcz,25-34,Student,Computer Science,Female,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Inform the customer about the bug,Accept the client's work,Tell the president that you will not discuss the matter,Indecisive,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You decide to take responsibility for the accident,Indecisive,3,4,3,4,5,5,5,5,5,5,5,4,2024-03-03 21:55:34,,2024-03-03 22:01:13,0 days 00:05:39,control
4yv8wxpw3lc94yv8fjvuxj7c7nbqrxp1,18-24,Student,Information Systems,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Refuse the advertising company's offer,"Do nothing, allowing the switch to remain operative",Does not tell the client about the issue,Inform the customer about the bug,Accept the client's work,Indecisive,Not revealing the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,2,5,4,5,5,5,2,3,5,5,4,3,2024-03-01 19:02:50,,2024-03-01 19:39:30,0 days 00:36:40,control
9xkm4dtbf8t8v9xkm4xwcmjjzvchvbvf,18-24,Junior Developer,Self Taught,Male,Indecisive,Download the data onto a personal hard drive so you can continue development at home,Report the information to the competitor,Indecisive,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Inform the customer about the bug,Accept the client's work,Indecisive,Disclose the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population",Indecisive,Indecisive,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,5,5,2,4,4,4,4,3,5,5,5,5,2024-03-01 13:06:22,,2024-03-01 13:13:42,0 days 00:07:20,control
5rhi2mszrojnjppaj5rhiwcaw7solgws,25-34,Student,Information Systems,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Indecisive,"Do nothing, allowing the switch to remain operative",Does not tell the client about the issue,Don't tell the customer about the bug,Accept the client's work,Meet with the president knowing the purpose of the discussion,Indecisive,Tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved",Indecisive,"Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,5,4,5,5,5,5,3,3,4,5,4,3,2024-03-01 12:53:30,,2024-03-01 13:05:02,0 days 00:11:32,control
skost9cm3p1poufqhskost68djh2ugd2,25-34,Student,Information Systems,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Sign a contract with the advertising company,Edit the software to remove the off switch,Indecisive,Indecisive,Notify your manager about the request,Indecisive,Indecisive,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,2,5,4,5,4,4,4,3,3,4,2,4,2024-03-01 03:23:52,,2024-03-01 03:36:21,0 days 00:12:29,control
1ir3u8rq26t0jbvytt1ir3u8bvo5z0n7,18-24,Student,Software Engineering,Female,Begin development of the test detection software,Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Sign a contract with the advertising company,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Inform the customer about the bug,Indecisive,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",Indecisive,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,2,4,5,4,4,5,2,3,3,2,1,2,2024-02-29 23:18:50,,2024-02-29 23:31:22,0 days 00:12:32,control
46hiheppcifltzs90p46hihqk54qktwk,25-34,Student,Self Taught,Female,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Sign a contract with the advertising company,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Inform the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Disclose the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,4,3,4,4,4,3,3,4,4,2,4,2024-02-29 19:04:22,,2024-02-29 19:09:53,0 days 00:05:31,control
ls4aspdchklzibal6hlls4aw5kuy0xie,25-34,Student,Self Taught,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Sign a contract with the advertising company,Edit the software to remove the off switch,Does not tell the client about the issue,Indecisive,Accept the client's work,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,4,5,4,2,2,1,3,3,3,2,4,2024-02-29 16:40:20,,2024-02-29 17:29:46,0 days 00:49:26,control
1ziflcm4k2cvkni28qg1ziflcmfoccwm,18-24,Student,Self Taught,Male,Begin development of the test detection software,Download the data onto a personal hard drive so you can continue development at home,Report the information to the competitor,Refuse the advertising company's offer,Indecisive,Informs the customer about the issue,Inform the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",Indecisive,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,5,4,5,5,4,3,3,5,5,3,4,2024-02-29 14:24:45,,2024-02-29 14:31:03,0 days 00:06:18,control
5q7kw76rnu7hqlut43u95q7kw7ry9gyr,35-44,Senior Developer,Self Taught,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Indecisive,Sign a contract with the advertising company,Edit the software to remove the off switch,Does not tell the client about the issue,Don't tell the customer about the bug,Accept the client's work,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Not tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved","Develop the model, since it will help millions of people and the number of individuals harmed would be less","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You take no responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,2,5,5,2,1,2,2,2,5,2,3,2024-02-29 13:59:16,,2024-02-29 14:12:22,0 days 00:13:06,control
00hhkps79oq4u9df00hhkchfenowftnh,25-34,Junior Developer,Software Engineering,Male,Begin development of the test detection software,Download the data onto a personal hard drive so you can continue development at home,Indecisive,Sign a contract with the advertising company,Edit the software to remove the off switch,Indecisive,Don't tell the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Tell John about the situation before the meeting,Indecisive,"Develop the model, since it will help millions of people and the number of individuals harmed would be less",Indecisive,You decide to take responsibility for the accident,Indecisive,3,5,4,4,5,5,4,5,4,4,2,4,2024-02-29 13:24:38,,2024-02-29 13:36:09,0 days 00:11:31,control
844ma9g0clmy9q9w6844ma3fg4iejjd2,18-24,Junior Developer,Computer Science,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Informs the customer about the issue,Inform the customer about the bug,Accept the client's work,Tell the president that you will not discuss the matter,Disclose the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You take no responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,2,5,4,3,4,4,4,3,3,3,1,2,2024-02-29 13:03:40,,2024-02-29 14:01:11,0 days 00:57:31,control
mp358aiaeu2omp35r9pzpcvrzni1ru5x,18-24,Intern,Software Engineering,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Sign a contract with the advertising company,Edit the software to remove the off switch,Informs the customer about the issue,Don't tell the customer about the bug,Notify your manager about the request,Tell the president that you will not discuss the matter,Not revealing the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You decide to take responsibility for the accident,"Refuse to collect the additional data, citing privacy concerns and potential backlash from the public",4,5,5,5,4,5,4,4,4,5,5,5,2024-02-28 20:28:47,,2024-02-28 20:54:31,0 days 00:25:44,control
4ziq2q3bldzz0iw4lk4ziq2bl6v1nl5k,18-24,Junior Developer,Information Systems,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Sign a contract with the advertising company,"Do nothing, allowing the switch to remain operative",Does not tell the client about the issue,Don't tell the customer about the bug,Accept the client's work,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved","Develop the model, since it will help millions of people and the number of individuals harmed would be less","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You take no responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,1,5,4,3,2,4,2,2,2,1,4,4,2024-02-28 20:21:56,,2024-02-28 20:31:04,0 days 00:09:08,control
rdrafff29x58cgqtcrdraff6pp9b419s,35-44,Senior Developer,Self Taught,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Indecisive,"Do nothing, allowing the switch to remain operative",Does not tell the client about the issue,Don't tell the customer about the bug,Notify your manager about the request,Tell the president that you will not discuss the matter,Not revealing the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,4,5,5,5,4,4,4,5,4,4,3,2024-02-28 19:58:47,,2024-02-28 20:18:05,0 days 00:19:18,control
n5o1zv15685cti42gymm8n5o1zv1oz5n,25-34,Junior Developer,Self Taught,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Download the data onto a personal hard drive so you can continue development at home,Report the information to the competitor,Indecisive,Edit the software to remove the off switch,Does not tell the client about the issue,Don't tell the customer about the bug,Accept the client's work,Meet with the president knowing the purpose of the discussion,Indecisive,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",Indecisive,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,4,3,4,4,4,4,2,4,4,1,2,2024-02-28 19:53:29,,2024-02-28 20:05:38,0 days 00:12:09,control
iheixnfwu4j5pv7xf7fiiheix880rmcz,25-34,Junior Developer,,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Sign a contract with the advertising company,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Inform the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Disclose the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,1,5,5,5,5,5,5,4,4,4,4,4,2024-02-28 19:21:45,,2024-02-28 19:29:41,0 days 00:07:56,control
dzntsnslj2ri0gg2iggdzntsn2ewl1xe,45-54,Senior Developer,Information Systems,Female,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Don't tell the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Indecisive,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",Indecisive,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,5,5,5,5,5,3,5,5,5,3,5,2024-02-26 17:54:49,,2024-02-26 18:44:22,0 days 00:49:33,control
8xy3syoy3k85mdgn1w08xy3sx8dktmuj,25-34,Mid-Level Developer,Information Systems,Male,Indecisive,Stay at work longer in order to continue development,Indecisive,Refuse the advertising company's offer,Indecisive,Does not tell the client about the issue,Don't tell the customer about the bug,Notify your manager about the request,Indecisive,Not revealing the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,Indecisive,"Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",Indecisive,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,5,4,4,4,3,3,4,4,5,3,3,2024-02-23 14:54:36,,2024-02-23 15:10:35,0 days 00:15:59,control
s6ndnvtgh4d0dss6ndnm7aphz43hd8tx,25-34,Senior Developer,Software Engineering,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Indecisive,Sign a contract with the advertising company,Edit the software to remove the off switch,Informs the customer about the issue,Indecisive,Accept the client's work,Tell the president that you will not discuss the matter,Indecisive,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You decide to take responsibility for the accident,"Refuse to collect the additional data, citing privacy concerns and potential backlash from the public",3,5,5,5,5,5,4,4,5,5,5,5,2024-02-23 13:12:11,,2024-02-23 13:31:21,0 days 00:19:10,control
u4szsxnq5hfkttxggu4szsxhvko2nv3o,45-54,Senior Developer,Computer Science,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Does not tell the client about the issue,Don't tell the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,5,5,5,5,1,4,3,5,5,5,5,5,2024-02-09 02:22:25,,2024-02-09 02:57:23,0 days 00:34:58,control
