token,age,occupation,formation,gender,dilemma_1,dilemma_2,dilemma_3,dilemma_4,dilemma_5,dilemma_6,dilemma_7,dilemma_8,dilemma_9,dilemma_10,dilemma_11,dilemma_12,dilemma_13,dilemma_14,dilemma_15,dilemma_16,self_reporting_1,self_reporting_2,SCES_1,SCES_2,SCES_3,SCES_4,SCES_5,SCES_6,SCES_7,SCES_8,SCES_9,SCES_10,start_time,date,submit_time,time_of_completion,group
wxntfqcujc1wziawxntf50iadh4ae8vw,25-34,Junior Developer,Software Engineering,Male,Begin development of the test detection software,Download the data onto a personal hard drive so you can continue development at home,Say nothing about the bug to the competitor,Sign a contract with the advertising company,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Don't tell the customer about the bug,Accept the client's work,Meet with the president knowing the purpose of the discussion,Disclose the information to the customer,Tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved","Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",Indecisive,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,3,4,4,4,4,4,4,4,4,4,4,2024-03-14 14:17:11,,2024-03-14 14:37:33,0 days 00:20:22,experimental
ryb88l89lw2n7x70nukhdxryb88385jd,18-24,Intern,,Female,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Indecisive,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Don't tell the customer about the bug,Accept the client's work,Meet with the president knowing the purpose of the discussion,Indecisive,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",Indecisive,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,5,4,5,4,4,4,3,4,3,4,3,2024-03-14 12:59:51,,2024-03-14 13:21:07,0 days 00:21:16,experimental
57337uwey6kty60xrecdnelm57337uwe,18-24,Junior Developer,Computer Science,Female,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Sign a contract with the advertising company,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Don't tell the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Not tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved",Indecisive,"Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You take no responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,5,4,4,4,5,2,2,3,2,4,2,2024-03-13 18:09:05,,2024-03-13 18:26:57,0 days 00:17:52,experimental
pqo1qe491x3i1pkfypqo1qe43um142fu,18-24,Student,Computer Science,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,Indecisive,Indecisive,Inform the customer about the bug,Indecisive,Tell the president that you will not discuss the matter,Indecisive,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,Indecisive,"Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You take no responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,4,3,4,3,5,1,4,3,2,1,3,2024-03-13 17:01:40,,2024-03-13 17:32:25,0 days 00:30:45,experimental
cj6b3n1zfg1agzse2o5xrplcj6b3nnup,18-24,Intern,Computer Science,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Download the data onto a personal hard drive so you can continue development at home,Report the information to the competitor,Sign a contract with the advertising company,Edit the software to remove the off switch,Indecisive,Inform the customer about the bug,Accept the client's work,Indecisive,Not revealing the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",Indecisive,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,5,5,5,5,5,5,5,5,5,5,5,2024-03-13 16:40:33,,2024-03-13 17:01:49,0 days 00:21:16,experimental
npq3ocldveji08h7nbnpq3ocl1jtbt48,18-24,Intern,Computer Science,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Sign a contract with the advertising company,Edit the software to remove the off switch,Informs the customer about the issue,Don't tell the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Not tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved","Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You take no responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,4,5,4,3,3,2,3,2,3,5,4,2024-03-13 16:15:51,,2024-03-13 17:51:14,0 days 01:35:23,experimental
yr4hbwl9dcr96w0yr4hbwqokmnqbx0wi,18-24,Student,Computer Engineering,Female,Begin development of the test detection software,Download the data onto a personal hard drive so you can continue development at home,Say nothing about the bug to the competitor,Sign a contract with the advertising company,Edit the software to remove the off switch,Informs the customer about the issue,Don't tell the customer about the bug,Accept the client's work,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Not tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved","Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You take no responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,5,4,3,3,3,3,4,3,4,4,4,2024-03-13 15:26:34,,2024-03-13 15:59:27,0 days 00:32:53,experimental
vwzq9i5q2qcm1jh0ga3vwzqszbyfxxef,18-24,Student,Software Engineering,Male,Begin development of the test detection software,Download the data onto a personal hard drive so you can continue development at home,Say nothing about the bug to the competitor,Refuse the advertising company's offer,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Indecisive,Accept the client's work,Meet with the president knowing the purpose of the discussion,Indecisive,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,"Refuse to collect the additional data, citing privacy concerns and potential backlash from the public",3,4,4,3,4,4,4,4,3,4,4,4,2024-03-13 12:47:25,,2024-03-13 13:08:33,0 days 00:21:08,experimental
8tlu4vlayckkldgo238l8tlu4vqvzoiu,25-34,Student,Computer Science,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Download the data onto a personal hard drive so you can continue development at home,Report the information to the competitor,Sign a contract with the advertising company,Indecisive,Indecisive,Inform the customer about the bug,Notify your manager about the request,Tell the president that you will not discuss the matter,Not revealing the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",Indecisive,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,4,3,4,3,5,3,4,5,5,1,4,2024-03-13 00:54:14,,2024-03-13 01:11:36,0 days 00:17:22,experimental
byi2318yurexqi4byi1riym221itae2y,18-24,Junior Developer,Computer Science,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Sign a contract with the advertising company,"Do nothing, allowing the switch to remain operative",Does not tell the client about the issue,Don't tell the customer about the bug,Notify your manager about the request,Tell the president that you will not discuss the matter,Disclose the information to the customer,Not tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved","Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,5,4,5,5,5,5,4,5,5,5,4,4,2024-03-12 22:22:21,,2024-03-12 22:40:54,0 days 00:18:33,experimental
37zrpa83oghc27bhabuijsqg637zrpaf,18-24,Student,Computer Science,Female,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Indecisive,Don't tell the customer about the bug,Accept the client's work,Indecisive,Disclose the information to the customer,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,5,5,5,5,3,3,4,4,4,3,4,2024-03-12 21:15:51,,2024-03-12 21:38:46,0 days 00:22:55,experimental
f3rbc6dl7orl3f3rn54e0gcvs2xppn54,18-24,Student,Data Science,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Inform the customer about the bug,Notify your manager about the request,Tell the president that you will not discuss the matter,Disclose the information to the customer,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,5,5,5,4,3,5,4,5,4,2,4,2024-03-12 19:53:55,,2024-03-12 21:29:08,0 days 01:35:13,experimental
5ey2kttv7gs85ilm7tn0or5ey2kuxghf,35-44,Senior Developer,Software Engineering,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,Indecisive,Informs the customer about the issue,Don't tell the customer about the bug,Indecisive,Indecisive,Not revealing the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,"Refuse to collect the additional data, citing privacy concerns and potential backlash from the public",3,5,5,5,5,5,5,5,5,5,5,2,2024-03-12 18:28:16,,2024-03-12 19:18:59,0 days 00:50:43,experimental
30i4u1yjn30ovqtf44wo0g233wp9heov,18-24,Intern,,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Informs the customer about the issue,Inform the customer about the bug,Notify your manager about the request,Tell the president that you will not discuss the matter,Not revealing the information to the customer,Tell John about the situation before the meeting,Indecisive,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,5,5,5,5,4,5,5,5,5,4,5,2024-03-12 16:19:03,,2024-03-12 17:11:42,0 days 00:52:39,experimental
wloe7lj4f88na32gwloekzm3vokuw9i7,25-34,Intern,Computer Science,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Inform the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Disclose the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,5,5,5,4,5,5,5,5,5,4,5,2024-03-12 14:48:43,,2024-03-12 15:05:01,0 days 00:16:18,experimental
xydzrnbpdnkjrhc2kzxydzruvdokg5dm,18-24,Student,,Female,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Informs the customer about the issue,Inform the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Disclose the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,5,5,4,4,5,5,4,5,4,4,4,3,2024-03-12 14:13:38,,2024-03-12 14:37:56,0 days 00:24:18,experimental
n31ta3e2m0vs9scnyko5c82tbfn2u4wz,18-24,Junior Developer,Computer Science,Female,Indecisive,Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Refuse the advertising company's offer,"Do nothing, allowing the switch to remain operative",Indecisive,Inform the customer about the bug,Notify your manager about the request,Indecisive,Indecisive,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,5,5,4,5,5,5,4,5,5,4,1,5,2024-03-12 13:43:26,,2024-03-12 14:15:42,0 days 00:32:16,experimental
b9coluwqex05yb9c3fkwqvw2vq2qdpov,18-24,Mid-Level Developer,Computer Science,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Informs the customer about the issue,Indecisive,Notify your manager about the request,Tell the president that you will not discuss the matter,Not revealing the information to the customer,Indecisive,"Since the decision making is not yours, you deliver the model as approved","Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,5,5,5,5,5,4,5,5,5,5,5,2024-03-12 12:51:42,,2024-03-12 13:12:37,0 days 00:20:55,experimental
wbigi5418tqfksd7rgwbigi5vtoo1icx,18-24,Mid-Level Developer,Software Engineering,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Inform the customer about the bug,Indecisive,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Indecisive,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",Indecisive,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,2,5,3,4,4,2,3,5,5,5,5,2024-03-12 12:10:49,,2024-03-12 12:26:59,0 days 00:16:10,experimental
4fa7y61753rwb4gb4fadab31ce4t7wr2,25-34,Intern,Data Science,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Indecisive,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Don't tell the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,4,5,5,5,5,2,5,3,4,2,4,2024-03-12 00:59:38,,2024-03-12 01:18:16,0 days 00:18:38,experimental
ozd2d87e1td2huio9ozd2d8nind2a56o,18-24,Mid-Level Developer,Computer Science,Female,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,Indecisive,Indecisive,Don't tell the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,Indecisive,"Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You take no responsibility for the accident,"Refuse to collect the additional data, citing privacy concerns and potential backlash from the public",3,5,5,4,2,3,4,4,4,4,2,4,2024-03-12 00:57:11,,2024-03-12 01:35:25,0 days 00:38:14,experimental
iemb3qv7d4xgvszfg843dniemb3b4m1p,18-24,Intern,Computer Science,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Indecisive,Report the information to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Informs the customer about the issue,Inform the customer about the bug,Indecisive,Meet with the president knowing the purpose of the discussion,Indecisive,Indecisive,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",Indecisive,"Refuse to collect the additional data, citing privacy concerns and potential backlash from the public",3,4,4,4,4,4,4,4,4,5,1,5,2024-03-11 23:42:09,,2024-03-12 00:38:34,0 days 00:56:25,experimental
qfgzf9h50ei6st2qfgzpu2qbaaiavcbl,18-24,Student,Software Engineering,Male,Indecisive,Stay at work longer in order to continue development,Report the information to the competitor,Sign a contract with the advertising company,Edit the software to remove the off switch,Does not tell the client about the issue,Don't tell the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Indecisive,Indecisive,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",Indecisive,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,4,5,3,3,4,4,4,4,3,5,4,2024-03-11 23:15:43,,2024-03-11 23:33:04,0 days 00:17:21,experimental
3gjj196ml57jystr3gjj1cddptsg51tj,18-24,Student,Computer Science,Male,Indecisive,Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Refuse the advertising company's offer,"Do nothing, allowing the switch to remain operative",Does not tell the client about the issue,Inform the customer about the bug,Accept the client's work,Tell the president that you will not discuss the matter,Not revealing the information to the customer,Not tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved","Develop the model, since it will help millions of people and the number of individuals harmed would be less","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,2,5,4,3,4,4,2,2,3,2,1,2024-03-11 22:25:29,,2024-03-11 23:00:07,0 days 00:34:38,experimental
6ujhpu5n2jwkkda2iec6ujhpy00i771x,25-34,Junior Developer,Information Systems,Female,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Informs the customer about the issue,Inform the customer about the bug,Notify your manager about the request,Tell the president that you will not discuss the matter,Not revealing the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,5,5,5,5,5,4,4,5,4,5,4,2024-03-11 22:18:49,,2024-03-11 22:35:58,0 days 00:17:09,experimental
jjbqao0sdpf3ajjbqake9pwqhjygt6l7,18-24,Student,,Female,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Sign a contract with the advertising company,Indecisive,Does not tell the client about the issue,Don't tell the customer about the bug,Indecisive,Meet with the president knowing the purpose of the discussion,Indecisive,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,5,5,5,5,4,5,4,4,5,4,5,2024-03-11 21:34:31,,2024-03-11 21:55:59,0 days 00:21:28,experimental
rziiuobai17boqrziiu3q3oln6mnvk2q,18-24,Student,Information Systems,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Indecisive,Edit the software to remove the off switch,Informs the customer about the issue,Don't tell the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,5,5,5,4,5,4,5,4,4,5,5,2024-03-11 20:38:47,,2024-03-11 21:47:53,0 days 01:09:06,experimental
5mrpjawv5sfmzynhie15mrpjaw0lnnxk,18-24,Student,Information Systems,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Sign a contract with the advertising company,Edit the software to remove the off switch,Indecisive,Inform the customer about the bug,Accept the client's work,Meet with the president knowing the purpose of the discussion,Indecisive,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",Indecisive,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,2,5,5,3,3,4,5,3,3,4,1,3,2024-03-04 19:31:21,,2024-03-04 19:49:43,0 days 00:18:22,experimental
cudm0nhhgswhy6cife3xyxqb3971q2vi,18-24,Student,Data Science,Male,Begin development of the test detection software,Download the data onto a personal hard drive so you can continue development at home,Indecisive,Sign a contract with the advertising company,Edit the software to remove the off switch,Informs the customer about the issue,Don't tell the customer about the bug,Accept the client's work,Meet with the president knowing the purpose of the discussion,Indecisive,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,2,5,5,4,2,4,3,4,4,5,2,3,2024-03-04 19:07:52,,2024-03-04 19:41:37,0 days 00:33:45,experimental
jpe427jeaosw313jpean809e0igyx27j,25-34,Junior Developer,Software Engineering,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Does not tell the client about the issue,Don't tell the customer about the bug,Accept the client's work,Tell the president that you will not discuss the matter,Not revealing the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,2,5,3,4,2,3,4,3,2,2,2,4,2024-03-04 19:07:34,,2024-03-04 19:24:12,0 days 00:16:38,experimental
gbwt3lm2sew3q37jf1gbwt3kpmc73hse,25-34,Junior Developer,Information Systems,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Indecisive,Sign a contract with the advertising company,Indecisive,Informs the customer about the issue,Inform the customer about the bug,Notify your manager about the request,Indecisive,Indecisive,Not tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved",Indecisive,"Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,4,5,4,4,5,3,4,5,5,4,3,2024-03-03 04:02:17,,2024-03-03 04:42:57,0 days 00:40:40,experimental
i795mt47u19am6t7m8xi795mth5r7hk8,25-34,Junior Developer,Information Systems,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Indecisive,Refuse the advertising company's offer,Edit the software to remove the off switch,Does not tell the client about the issue,Don't tell the customer about the bug,Indecisive,Meet with the president knowing the purpose of the discussion,Indecisive,Tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved","Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,"Refuse to collect the additional data, citing privacy concerns and potential backlash from the public",4,5,5,4,4,5,4,3,4,4,4,5,2024-03-01 20:02:24,,2024-03-01 20:22:45,0 days 00:20:21,experimental
pswqv3npk4qshcdxppswqqjta22xeiho,18-24,Junior Developer,Data Science,Female,Begin development of the test detection software,Download the data onto a personal hard drive so you can continue development at home,Report the information to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Informs the customer about the issue,Don't tell the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Disclose the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,5,5,5,4,4,4,5,5,4,5,5,2024-03-01 19:00:40,,2024-03-01 19:35:33,0 days 00:34:53,experimental
i15gvx9tlmwsd1qowi15gv60t2thuxze,25-34,Student,Computer Science,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Indecisive,Don't tell the customer about the bug,Notify your manager about the request,Tell the president that you will not discuss the matter,Disclose the information to the customer,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,Indecisive,"Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",Indecisive,"Refuse to collect the additional data, citing privacy concerns and potential backlash from the public",3,4,5,3,4,5,4,5,4,4,4,5,2024-03-01 04:45:34,,2024-03-01 05:44:02,0 days 00:58:28,experimental
jmmz7usk64fmr3wu3wjmmz7usk0tqxy0,18-24,Student,Software Engineering,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Sign a contract with the advertising company,Edit the software to remove the off switch,Informs the customer about the issue,Don't tell the customer about the bug,Accept the client's work,Indecisive,Indecisive,Tell John about the situation before the meeting,Indecisive,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",Indecisive,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,4,4,4,3,4,3,3,3,4,2,4,2024-03-01 00:49:05,,2024-03-01 04:22:47,0 days 03:33:42,experimental
l02xq6ncoo62foaml02xdcxxwlutos0q,45-54,Intern,Computer Science,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Indecisive,Indecisive,Notify your manager about the request,Indecisive,Not revealing the information to the customer,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,5,5,5,5,5,5,5,5,5,5,5,2024-02-29 17:14:57,,2024-02-29 17:31:07,0 days 00:16:10,experimental
